Cd_Mun;Município;area_plantada_ha
3114550;Carneirinho (MG);18619
3114600;Carrancas (MG);15731
3114709;Carvalhópolis (MG);1934
3114808;Carvalhos (MG);140
3114907;Casa Grande (MG);4061
3115003;Cascalho Rico (MG);4082
3115102;Cássia (MG);12822
3115201;Conceição da Barra de Minas (MG);2106
3115300;Cataguases (MG);218
3115359;Catas Altas (MG);158
3115409;Catas Altas da Noruega (MG);345
3115458;Catuji (MG);383
3115474;Catuti (MG);516
3115508;Caxambu (MG);182
3115607;Cedro do Abaeté (MG);139
3115706;Central de Minas (MG);118
3115805;Centralina (MG);27856
3115904;Chácara (MG);35
3116001;Chalé (MG);3020
3116100;Chapada do Norte (MG);530
3116159;Chapada Gaúcha (MG);26230
3116209;Chiador (MG);41
3116308;Cipotânea (MG);1403
3116407;Claraval (MG);3738
3116506;Claro dos Poções (MG);1669
3116605;Cláudio (MG);1911
3116704;Coimbra (MG);2013
3116803;Coluna (MG);1022
3116902;Comendador Gomes (MG);19158
3117009;Comercinho (MG);1164
3117108;Conceição da Aparecida (MG);10295
3117207;Conceição das Pedras (MG);1960
3117306;Conceição das Alagoas (MG);106019
3117405;Conceição de Ipanema (MG);1418
3117504;Conceição do Mato Dentro (MG);578
3117603;Conceição do Pará (MG);264
3117702;Conceição do Rio Verde (MG);15424
3117801;Conceição dos Ouros (MG);1747
3117836;Cônego Marinho (MG);1370
3117876;Confins (MG);5
3117900;Congonhal (MG);1071
3118007;Congonhas (MG);184
3118106;Congonhas do Norte (MG);518
3118205;Conquista (MG);33781
3118304;Conselheiro Lafaiete (MG);871
3118403;Conselheiro Pena (MG);3629
3118502;Consolação (MG);113
3118601;Contagem (MG);3
3118700;Coqueiral (MG);9755
3118809;Coração de Jesus (MG);6604
3118908;Cordisburgo (MG);253
3119005;Cordislândia (MG);6460
3119104;Corinto (MG);1364
3119203;Coroaci (MG);368
3119302;Coromandel (MG);125604
3119401;Coronel Fabriciano (MG);64
3119500;Coronel Murta (MG);486
3119609;Coronel Pacheco (MG);326
3119708;Coronel Xavier Chaves (MG);625
3119807;Córrego Danta (MG);1975
3119906;Córrego do Bom Jesus (MG);147
3119955;Córrego Fundo (MG);1602
3120003;Córrego Novo (MG);474
3120102;Couto de Magalhães de Minas (MG);202
3120151;Crisólita (MG);284
3120201;Cristais (MG);11700
3120300;Cristália (MG);531
3120409;Cristiano Otoni (MG);1092
3120508;Cristina (MG);2330
3120607;Crucilândia (MG);926
3120706;Cruzeiro da Fortaleza (MG);4281
3120805;Cruzília (MG);5408
3120839;Cuparaque (MG);593
3120870;Curral de Dentro (MG);532
3120904;Curvelo (MG);3192
3121001;Datas (MG);1045
3121100;Delfim Moreira (MG);266
3121209;Delfinópolis (MG);22577
3121258;Delta (MG);4714
3121308;Descoberto (MG);185
3121407;Desterro de Entre Rios (MG);1217
3121506;Desterro do Melo (MG);1030
3121605;Diamantina (MG);1708
3121704;Diogo de Vasconcelos (MG);268
3121803;Dionísio (MG);440
3121902;Divinésia (MG);328
3122009;Divino (MG);9352
3122108;Divino das Laranjeiras (MG);189
3122207;Divinolândia de Minas (MG);329
3122306;Divinópolis (MG);469
3122355;Divisa Alegre (MG);207
3122405;Divisa Nova (MG);4744
3122454;Divisópolis (MG);1090
3122470;Dom Bosco (MG);3036
3122504;Dom Cavati (MG);145
3122603;Dom Joaquim (MG);403
3122702;Dom Silvério (MG);95
3122801;Dom Viçoso (MG);549
3122900;Dona Eusébia (MG);17
3123007;Dores de Campos (MG);494
3123106;Dores de Guanhães (MG);570
3123205;Dores do Indaiá (MG);151
3123304;Dores do Turvo (MG);690
3123403;Doresópolis (MG);1036
3123502;Douradoquara (MG);802
3123528;Durandé (MG);5188
3123601;Elói Mendes (MG);10592
3123700;Engenheiro Caldas (MG);47
3123809;Engenheiro Navarro (MG);1328
3123858;Entre Folhas (MG);488
3123908;Entre Rios de Minas (MG);1555
3124005;Ervália (MG);7186
3124104;Esmeraldas (MG);296
3124203;Espera Feliz (MG);10991
3124302;Espinosa (MG);2224
3124401;Espírito Santo do Dourado (MG);2207
3124500;Estiva (MG);462
3124609;Estrela Dalva (MG);192
3124708;Estrela do Indaiá (MG);1698
3124807;Estrela do Sul (MG);10829
3124906;Eugenópolis (MG);1853
3125002;Ewbank da Câmara (MG);9
3125101;Extrema (MG);363
3125200;Fama (MG);1692
3125309;Faria Lemos (MG);689
3125408;Felício dos Santos (MG);1351
3125507;São Gonçalo do Rio Preto (MG);347
3125606;Felisburgo (MG);555
3125705;Felixlândia (MG);1268
3125804;Fernandes Tourinho (MG);139
3125903;Ferros (MG);1112
3125952;Fervedouro (MG);4586
3126000;Florestal (MG);101
3126109;Formiga (MG);31703
3126208;Formoso (MG);34511
3126307;Fortaleza de Minas (MG);2223
3126406;Fortuna de Minas (MG);150
3126505;Francisco Badaró (MG);327
3126604;Francisco Dumont (MG);353
3126703;Francisco Sá (MG);2051
3126752;Franciscópolis (MG);860
3126802;Frei Gaspar (MG);254
3126901;Frei Inocêncio (MG);157
3126950;Frei Lagonegro (MG);437
3127008;Fronteira (MG);1767
3127057;Fronteira dos Vales (MG);106
3127073;Fruta de Leite (MG);691
3127107;Frutal (MG);99588
3127206;Funilândia (MG);98
3127305;Galiléia (MG);279
3127339;Gameleiras (MG);372
3127354;Glaucilândia (MG);751
3127370;Goiabeira (MG);126
3127388;Goianá (MG);66
3127404;Gonçalves (MG);460
3127503;Gonzaga (MG);215
3127602;Gouveia (MG);733
3127701;Governador Valadares (MG);809
3127800;Grão Mogol (MG);2945
3127909;Grupiara (MG);1385
3128006;Guanhães (MG);510
3128105;Guapé (MG);11844
3128204;Guaraciaba (MG);2092
3128253;Guaraciama (MG);233
3128303;Guaranésia (MG);5155
3128402;Guarani (MG);420
3128501;Guarará (MG);119
3128600;Guarda-Mor (MG);86736
3128709;Guaxupé (MG);6487
3128808;Guidoval (MG);480
3128907;Guimarânia (MG);12271
3129004;Guiricema (MG);662
3129103;Gurinhatã (MG);9907
3129202;Heliodora (MG);4231
3129301;Iapu (MG);524
3129400;Ibertioga (MG);2688
3129509;Ibiá (MG);80354
3129608;Ibiaí (MG);1407
3129657;Ibiracatu (MG);1087
3129707;Ibiraci (MG);15438
3129806;Ibirité (MG);17
3129905;Ibitiúra de Minas (MG);1465
3130002;Ibituruna (MG);847
3130051;Icaraí de Minas (MG);3260
3130101;Igarapé (MG);189
3130200;Igaratinga (MG);82
3130309;Iguatama (MG);14113
3130408;Ijaci (MG);835
3130507;Ilicínea (MG);5448
3130556;Imbé de Minas (MG);3213
3130606;Inconfidentes (MG);1805
3130655;Indaiabira (MG);2520
3130705;Indianópolis (MG);40569
3130804;Ingaí (MG);6280
3130903;Inhapim (MG);4946
3131000;Inhaúma (MG);43
3131109;Inimutaba (MG);8
3131158;Ipaba (MG);54
3131208;Ipanema (MG);624
3131307;Ipatinga (MG);54
3131406;Ipiaçu (MG);21881
3131505;Ipuiúna (MG);1492
3131604;Iraí de Minas (MG);10260
3131703;Itabira (MG);200
3131802;Itabirinha (MG);401
3131901;Itabirito (MG);400
3132008;Itacambira (MG);699
3132107;Itacarambi (MG);2594
3132206;Itaguara (MG);792
3132305;Itaipé (MG);1293
3132404;Itajubá (MG);275
3132503;Itamarandiba (MG);2406
3132602;Itamarati de Minas (MG);366
3132701;Itambacuri (MG);711
3132800;Itambé do Mato Dentro (MG);63
3132909;Itamogi (MG);8700
3133006;Itamonte (MG);227
3133105;Itanhandu (MG);209
3133204;Itanhomi (MG);486
3133303;Itaobim (MG);559
3133402;Itapagipe (MG);19238
3133501;Itapecerica (MG);1381
3133600;Itapeva (MG);257
3133709;Itatiaiuçu (MG);185
3133758;Itaú de Minas (MG);2386
3133808;Itaúna (MG);249
3133907;Itaverava (MG);631
3134004;Itinga (MG);860
3134103;Itueta (MG);1450
3134202;Ituiutaba (MG);73499
3134301;Itumirim (MG);1441
3134400;Iturama (MG);40776
3134509;Itutinga (MG);7920
3134608;Jaboticatubas (MG);794
3134707;Jacinto (MG);196
3134806;Jacuí (MG);3980
3134905;Jacutinga (MG);4069
3135001;Jaguaraçu (MG);21
3135050;Jaíba (MG);23235
3135076;Jampruca (MG);263
3135100;Janaúba (MG);3955
3135209;Januária (MG);5120
3135308;Japaraíba (MG);4837
3135357;Japonvar (MG);1231
3135407;Jeceaba (MG);303
3135456;Jenipapo de Minas (MG);182
3135506;Jequeri (MG);3846
3135605;Jequitaí (MG);1755
3135704;Jequitibá (MG);494
3135803;Jequitinhonha (MG);1336
3135902;Jesuânia (MG);2020
3136009;Joaíma (MG);654
3136108;Joanésia (MG);294
3136207;João Monlevade (MG);19
3136306;João Pinheiro (MG);47469
3136405;Joaquim Felício (MG);451
3136504;Jordânia (MG);420
3136520;José Gonçalves de Minas (MG);663
3136553;José Raydan (MG);311
3136579;Josenópolis (MG);365
3136603;Nova União (MG);1744
3136652;Juatuba (MG);132
3136702;Juiz de Fora (MG);325
3136801;Juramento (MG);1727
3136900;Juruaia (MG);5522
3136959;Juvenília (MG);727
3137007;Ladainha (MG);2504
3137106;Lagamar (MG);6919
3137205;Lagoa da Prata (MG);10410
3137304;Lagoa dos Patos (MG);676
3137403;Lagoa Dourada (MG);14370
3137502;Lagoa Formosa (MG);18210
3137536;Lagoa Grande (MG);7191
3137601;Lagoa Santa (MG);65
3137700;Lajinha (MG);8855
3137809;Lambari (MG);4358
3137908;Lamim (MG);523
3138005;Laranjal (MG);56
3138104;Lassance (MG);3024
3138203;Lavras (MG);10765
3138302;Leandro Ferreira (MG);114
3138351;Leme do Prado (MG);249
3138401;Leopoldina (MG);391
3138500;Liberdade (MG);232
3138609;Lima Duarte (MG);437
3138625;Limeira do Oeste (MG);41784
3138658;Lontra (MG);534
3138674;Luisburgo (MG);7321
3138682;Luislândia (MG);651
3138708;Luminárias (MG);9536
3138807;Luz (MG);19096
3138906;Machacalis (MG);155
3139003;Machado (MG);24723
3139102;Madre de Deus de Minas (MG);25210
3139201;Malacacheta (MG);852
3139250;Mamonas (MG);953
3139300;Manga (MG);2034
3139409;Manhuaçu (MG);22393
3139508;Manhumirim (MG);5547
3139607;Mantena (MG);2691
3139706;Maravilhas (MG);214
3139805;Mar de Espanha (MG);354
3139904;Maria da Fé (MG);1014
3140001;Mariana (MG);268
3140100;Marilac (MG);590
3140159;Mário Campos (MG);22
3140209;Maripá de Minas (MG);47
3140308;Marliéria (MG);121
3140407;Marmelópolis (MG);118
3140506;Martinho Campos (MG);4038
3140530;Martins Soares (MG);5014
3140555;Mata Verde (MG);607
3140605;Materlândia (MG);436
3140704;Mateus Leme (MG);502
3140803;Matias Barbosa (MG);65
3140852;Matias Cardoso (MG);4262
3140902;Matipó (MG);5690
3141009;Mato Verde (MG);1794
3141108;Matozinhos (MG);427
3141207;Matutina (MG);381
3141306;Medeiros (MG);17978
3141405;Medina (MG);1283
3141504;Mendes Pimentel (MG);100
3141603;Mercês (MG);441
3141702;Mesquita (MG);251
3141801;Minas Novas (MG);2715
3141900;Minduri (MG);8600
3142007;Mirabela (MG);924
3142106;Miradouro (MG);2556
3142205;Miraí (MG);755
3142254;Miravânia (MG);472
3142304;Moeda (MG);137
3142403;Moema (MG);923
3142502;Monjolos (MG);131
3142601;Monsenhor Paulo (MG);3922
3142700;Montalvânia (MG);1937
3142809;Monte Alegre de Minas (MG);54133
3142908;Monte Azul (MG);2083
3143005;Monte Belo (MG);11135
3143104;Monte Carmelo (MG);40068
3143153;Monte Formoso (MG);451
3143203;Monte Santo de Minas (MG);12606
3143302;Montes Claros (MG);3364
3143401;Monte Sião (MG);2972
3143450;Montezuma (MG);984
3143500;Morada Nova de Minas (MG);6852
3143609;Morro da Garça (MG);323
3143708;Morro do Pilar (MG);162
3143807;Munhoz (MG);1941
3143906;Muriaé (MG);1832
3144003;Mutum (MG);9054
3144102;Muzambinho (MG);9066
3144201;Nacip Raydan (MG);70
3144300;Nanuque (MG);1107
3144359;Naque (MG);181
3144375;Natalândia (MG);1288
3144409;Natércia (MG);2770
3144508;Nazareno (MG);6447
3144607;Nepomuceno (MG);14087
3144656;Ninheira (MG);2008
3144672;Nova Belém (MG);1813
3144706;Nova Era (MG);191
3144805;Nova Lima (MG);12
3144904;Nova Módica (MG);89
3145000;Nova Ponte (MG);54033
3145059;Nova Porteirinha (MG);2883
3145109;Nova Resende (MG);15407
3145208;Nova Serrana (MG);59
3145307;Novo Cruzeiro (MG);4181
3145356;Novo Oriente de Minas (MG);184
3145372;Novorizonte (MG);433
3145406;Olaria (MG);189
3145455;Olhos-d'Água (MG);536
3145505;Olímpio Noronha (MG);845
3145604;Oliveira (MG);6425
3145703;Oliveira Fortes (MG);150
3145802;Onça de Pitangui (MG);218
3145851;Oratórios (MG);872
3145877;Orizânia (MG);5468
3145901;Ouro Branco (MG);409
3146008;Ouro Fino (MG);5809
3146107;Ouro Preto (MG);402
3146206;Ouro Verde de Minas (MG);255
3146255;Padre Carvalho (MG);729
3146305;Padre Paraíso (MG);698
3146404;Paineiras (MG);533
3146503;Pains (MG);1897
3146552;Pai Pedro (MG);1144
3146602;Paiva (MG);107
3146701;Palma (MG);186
3146750;Palmópolis (MG);321
3146909;Papagaios (MG);898
3147006;Paracatu (MG);189942
3147105;Pará de Minas (MG);373
3147204;Paraguaçu (MG);15938
3147303;Paraisópolis (MG);795
3147402;Paraopeba (MG);573
3147501;Passabém (MG);201
3147600;Passa Quatro (MG);160
3147709;Passa Tempo (MG);464
3147808;Passa Vinte (MG);49
3147907;Passos (MG);37211
3147956;Patis (MG);421
3148004;Patos de Minas (MG);52707
3148103;Patrocínio (MG);94851
3148202;Patrocínio do Muriaé (MG);56
3148301;Paula Cândido (MG);2496
3148400;Paulistas (MG);176
3148509;Pavão (MG);84
3148608;Peçanha (MG);1159
3148707;Pedra Azul (MG);1307
3148756;Pedra Bonita (MG);4848
3148806;Pedra do Anta (MG);800
3148905;Pedra do Indaiá (MG);285
3149002;Pedra Dourada (MG);924
3149101;Pedralva (MG);4250
3149150;Pedras de Maria da Cruz (MG);476
3149200;Pedrinópolis (MG);20467
3149309;Pedro Leopoldo (MG);44
3149408;Pedro Teixeira (MG);63
3149507;Pequeri (MG);41
3149606;Pequi (MG);161
3149705;Perdigão (MG);234
3149804;Perdizes (MG);101824
3149903;Perdões (MG);4631
3149952;Periquito (MG);189
3150000;Pescador (MG);30
3150109;Piau (MG);997
3150158;Piedade de Caratinga (MG);2442
3150208;Piedade de Ponte Nova (MG);1142
3150307;Piedade do Rio Grande (MG);14176
3150406;Piedade dos Gerais (MG);1314
3150505;Pimenta (MG);11155
3150539;Pingo d'Água (MG);154
3150570;Pintópolis (MG);1097
3150604;Piracema (MG);515
3150703;Pirajuba (MG);30960
3150802;Piranga (MG);2399
3150901;Piranguçu (MG);712
3151008;Piranguinho (MG);761
3151107;Pirapetinga (MG);172
3151206;Pirapora (MG);3927
3151305;Piraúba (MG);520
3151404;Pitangui (MG);1471
3151503;Piumhi (MG);26563
3151602;Planura (MG);27950
3151701;Poço Fundo (MG);9495
3151800;Poços de Caldas (MG);5030
3151909;Pocrane (MG);787
3152006;Pompéu (MG);20883
3152105;Ponte Nova (MG);1955
3152131;Ponto Chique (MG);425
3152170;Ponto dos Volantes (MG);918
3152204;Porteirinha (MG);2145
3152303;Porto Firme (MG);2166
3152402;Poté (MG);1350
3152501;Pouso Alegre (MG);4275
3152600;Pouso Alto (MG);344
3152709;Prados (MG);4045
3152808;Prata (MG);41681
3152907;Pratápolis (MG);4894
3153004;Pratinha (MG);7067
3153103;Presidente Bernardes (MG);2096
3153202;Presidente Juscelino (MG);343
3153301;Presidente Kubitschek (MG);241
3153400;Presidente Olegário (MG);41964
3153509;Alto Jequitibá (MG);5341
3153608;Prudente de Morais (MG);18
3153707;Quartel Geral (MG);197
3153806;Queluzito (MG);329
3153905;Raposos (MG);4
3154002;Raul Soares (MG);6297
3154101;Recreio (MG);22
3154150;Reduto (MG);2699
3154200;Resende Costa (MG);1407
3154309;Resplendor (MG);506
3154408;Ressaquinha (MG);886
3154457;Riachinho (MG);11650
3154507;Riacho dos Machados (MG);552
3154606;Ribeirão das Neves (MG);14
3154705;Ribeirão Vermelho (MG);310
3154804;Rio Acima (MG);9
3154903;Rio Casca (MG);3380
3155009;Rio Doce (MG);139
3155108;Rio do Prado (MG);181
3155207;Rio Espera (MG);1702
3155306;Rio Manso (MG);307
3155405;Rio Novo (MG);83
3155504;Rio Paranaíba (MG);40895
3155603;Rio Pardo de Minas (MG);6286
3155702;Rio Piracicaba (MG);279
3155801;Rio Pomba (MG);272
3155900;Rio Preto (MG);52
3156007;Rio Vermelho (MG);1498
3156106;Ritápolis (MG);712
3156205;Rochedo de Minas (MG);15
3156304;Rodeiro (MG);102
3156403;Romaria (MG);23416
3156452;Rosário da Limeira (MG);826
3156502;Rubelita (MG);746
3156601;Rubim (MG);330
3156700;Sabará (MG);145
3156809;Sabinópolis (MG);1146
3156908;Sacramento (MG);111551
3157005;Salinas (MG);3224
3157104;Salto da Divisa (MG);104
3157203;Santa Bárbara (MG);129
3157252;Santa Bárbara do Leste (MG);3481
3157278;Santa Bárbara do Monte Verde (MG);60
3157302;Santa Bárbara do Tugúrio (MG);648
3157336;Santa Cruz de Minas (MG);-9999
3157377;Santa Cruz de Salinas (MG);1128
3157401;Santa Cruz do Escalvado (MG);1171
3157500;Santa Efigênia de Minas (MG);140
3157609;Santa Fé de Minas (MG);304
3157658;Santa Helena de Minas (MG);188
3157708;Santa Juliana (MG);39343
3157807;Santa Luzia (MG);40
3157906;Santa Margarida (MG);10949
3158003;Santa Maria de Itabira (MG);204
3158102;Santa Maria do Salto (MG);335
3158201;Santa Maria do Suaçuí (MG);954
3158300;Santana da Vargem (MG);6141
3158409;Santana de Cataguases (MG);46
3158508;Santana de Pirapama (MG);440
3158607;Santana do Deserto (MG);50
3158706;Santana do Garambéu (MG);262
3158805;Santana do Jacaré (MG);506
3158904;Santana do Manhuaçu (MG);6271
3158953;Santana do Paraíso (MG);60
3159001;Santana do Riacho (MG);43
3159100;Santana dos Montes (MG);419
3159209;Santa Rita de Caldas (MG);4129
3159308;Santa Rita de Jacutinga (MG);350
3159357;Santa Rita de Minas (MG);2139
3159407;Santa Rita de Ibitipoca (MG);374
3159506;Santa Rita do Itueto (MG);4608
3159605;Santa Rita do Sapucaí (MG);6077
3159704;Santa Rosa da Serra (MG);3646
3159803;Santa Vitória (MG);39162
3159902;Santo Antônio do Amparo (MG);8395
3160009;Santo Antônio do Aventureiro (MG);138
3160108;Santo Antônio do Grama (MG);532
3160207;Santo Antônio do Itambé (MG);453
3160306;Santo Antônio do Jacinto (MG);385
3160405;Santo Antônio do Monte (MG);572
3160454;Santo Antônio do Retiro (MG);1502
3160504;Santo Antônio do Rio Abaixo (MG);161
3160603;Santo Hipólito (MG);341
3160702;Santos Dumont (MG);245
3160801;São Bento Abade (MG);5043
3160900;São Brás do Suaçuí (MG);109
3160959;São Domingos das Dores (MG);2336
3161007;São Domingos do Prata (MG);708
3161056;São Félix de Minas (MG);153
3161106;São Francisco (MG);3127
3161205;São Francisco de Paula (MG);3289
3161304;São Francisco de Sales (MG);17233
3161403;São Francisco do Glória (MG);1314
3161502;São Geraldo (MG);690
3161601;São Geraldo da Piedade (MG);279
3161650;São Geraldo do Baixio (MG);258
3161700;São Gonçalo do Abaeté (MG);10720
3161809;São Gonçalo do Pará (MG);280
3161908;São Gonçalo do Rio Abaixo (MG);393
3162005;São Gonçalo do Sapucaí (MG);13829
3162104;São Gotardo (MG);12629
3162203;São João Batista do Glória (MG);14794
3162252;São João da Lagoa (MG);1969
3162302;São João da Mata (MG);1982
3162401;São João da Ponte (MG);2466
3162450;São João das Missões (MG);1087
3162500;São João del Rei (MG);34443
3162559;São João do Manhuaçu (MG);7195
3162575;São João do Manteninha (MG);510
3162609;São João do Oriente (MG);57
3162658;São João do Pacuí (MG);2124
3162708;São João do Paraíso (MG);3539
3162807;São João Evangelista (MG);419
3162906;São João Nepomuceno (MG);118
3162922;São Joaquim de Bicas (MG);50
3162948;São José da Barra (MG);8060
3162955;São José da Lapa (MG);21
3163003;São José da Safira (MG);109
3163102;São José da Varginha (MG);113
3163201;São José do Alegre (MG);501
3163300;São José do Divino (MG);159
3163409;São José do Goiabal (MG);942
3163508;São José do Jacuri (MG);516
3163607;São José do Mantimento (MG);750
3163706;São Lourenço (MG);63
3163805;São Miguel do Anta (MG);2534
3163904;São Pedro da União (MG);7596
3164001;São Pedro dos Ferros (MG);4450
3164100;São Pedro do Suaçuí (MG);418
3164209;São Romão (MG);12207
3164308;São Roque de Minas (MG);9558
3164407;São Sebastião da Bela Vista (MG);2286
3164431;São Sebastião da Vargem Alegre (MG);1234
3164472;São Sebastião do Anta (MG);2976
3164506;São Sebastião do Maranhão (MG);1285
3164605;São Sebastião do Oeste (MG);277
3164704;São Sebastião do Paraíso (MG);20575
3164803;São Sebastião do Rio Preto (MG);53
3164902;São Sebastião do Rio Verde (MG);308
3165008;São Tiago (MG);2177
3165107;São Tomás de Aquino (MG);9326
3165206;São Thomé das Letras (MG);3374
3165305;São Vicente de Minas (MG);4664
3165404;Sapucaí-Mirim (MG);111
3165503;Sardoá (MG);507
3165537;Sarzedo (MG);38
3165552;Setubinha (MG);2245
3165560;Sem-Peixe (MG);502
3165578;Senador Amaral (MG);363
3165602;Senador Cortes (MG);282
3165701;Senador Firmino (MG);596
3165800;Senador José Bento (MG);838
3165909;Senador Modestino Gonçalves (MG);989
3166006;Senhora de Oliveira (MG);655
3166105;Senhora do Porto (MG);165
3166204;Senhora dos Remédios (MG);1446
3166303;Sericita (MG);3722
3166402;Seritinga (MG);126
3166501;Serra Azul de Minas (MG);191
3166600;Serra da Saudade (MG);23
3166709;Serra dos Aimorés (MG);1939
3166808;Serra do Salitre (MG);53437
3166907;Serrania (MG);5010
3166956;Serranópolis de Minas (MG);453
3167004;Serranos (MG);311
3167103;Serro (MG);1299
3167202;Sete Lagoas (MG);400
3167301;Silveirânia (MG);66
3167400;Silvianópolis (MG);3528
3167509;Simão Pereira (MG);46
3167608;Simonésia (MG);9046
3167707;Sobrália (MG);129
3167806;Soledade de Minas (MG);1061
3167905;Tabuleiro (MG);87
3168002;Taiobeiras (MG);2113
3168051;Taparuba (MG);322
3168101;Tapira (MG);10267
3168200;Tapiraí (MG);2143
3168309;Taquaraçu de Minas (MG);306
3168408;Tarumirim (MG);433
3168507;Teixeiras (MG);1945
3168606;Teófilo Otoni (MG);996
3168705;Timóteo (MG);16
3168804;Tiradentes (MG);457
3168903;Tiros (MG);7143
3169000;Tocantins (MG);1243
3169059;Tocos do Moji (MG);632
3169109;Toledo (MG);457
3169208;Tombos (MG);1444
3169307;Três Corações (MG);42158
3169356;Três Marias (MG);3003
3169406;Três Pontas (MG);22810
3169505;Tumiritinga (MG);219
3169604;Tupaciguara (MG);67502
3169703;Turmalina (MG);1350
3169802;Turvolândia (MG);4722
3169901;Ubá (MG);599
3170008;Ubaí (MG);1695
3170057;Ubaporanga (MG);4294
3170107;Uberaba (MG);226004
3170206;Uberlândia (MG);104043
3170305;Umburatiba (MG);14
3170404;Unaí (MG);245338
3170438;União de Minas (MG);14145
3170479;Uruana de Minas (MG);3913
3170503;Urucânia (MG);3215
3170529;Urucuia (MG);4371
3170578;Vargem Alegre (MG);104
3170602;Vargem Bonita (MG);4048
3170651;Vargem Grande do Rio Pardo (MG);861
3170701;Varginha (MG);7929
3170750;Varjão de Minas (MG);11400
3170800;Várzea da Palma (MG);5559
3170909;Varzelândia (MG);1584
3171006;Vazante (MG);18069
3171030;Verdelândia (MG);2331
3171071;Veredinha (MG);668
3171105;Veríssimo (MG);20994
3171154;Vermelho Novo (MG);2727
3171204;Vespasiano (MG);5
3171303;Viçosa (MG);1916
3171402;Vieiras (MG);925
3171501;Mathias Lobato (MG);42
3171600;Virgem da Lapa (MG);1193
3171709;Virgínia (MG);1404
3171808;Virginópolis (MG);703
3171907;Virgolândia (MG);383
3172004;Visconde do Rio Branco (MG);1233
3172103;Volta Grande (MG);41
3172202;Wenceslau Braz (MG);81
3200102;Afonso Cláudio (ES);12687
3200136;Águia Branca (ES);6471
3200169;Água Doce do Norte (ES);2567
3200201;Alegre (ES);6199
3200300;Alfredo Chaves (ES);8810
3200359;Alto Rio Novo (ES);3029
3200409;Anchieta (ES);2422
3200508;Apiacá (ES);1787
3200607;Aracruz (ES);7381
3200706;Atílio Vivacqua (ES);1572
3200805;Baixo Guandu (ES);3954
3200904;Barra de São Francisco (ES);5742
3201001;Boa Esperança (ES);7073
3201100;Bom Jesus do Norte (ES);293
3201159;Brejetuba (ES);12733
3201209;Cachoeiro de Itapemirim (ES);6258
3201308;Cariacica (ES);1571
3201407;Castelo (ES);11937
3201506;Colatina (ES);12346
3201605;Conceição da Barra (ES);10515
3201704;Conceição do Castelo (ES);4416
3201803;Divino de São Lourenço (ES);2103
3201902;Domingos Martins (ES);8222
3202009;Dores do Rio Preto (ES);5163
3202108;Ecoporanga (ES);1517
3202207;Fundão (ES);2934
3202256;Governador Lindenberg (ES);9815
3202306;Guaçuí (ES);6519
3202405;Guarapari (ES);5870
3202454;Ibatiba (ES);8709
3202504;Ibiraçu (ES);2297
3202553;Ibitirama (ES);6159
3202603;Iconha (ES);7065
3202652;Irupi (ES);10077
3202702;Itaguaçu (ES);8376
3202801;Itapemirim (ES);7779
3202900;Itarana (ES);3869
3203007;Iúna (ES);13364
3203056;Jaguaré (ES);15747
3203106;Jerônimo Monteiro (ES);2435
3203130;João Neiva (ES);1553
3203163;Laranja da Terra (ES);3557
3203205;Linhares (ES);46246
3203304;Mantenópolis (ES);4601
3203320;Marataízes (ES);3492
3203346;Marechal Floriano (ES);3899
3203353;Marilândia (ES);8228
3203403;Mimoso do Sul (ES);9423
3203502;Montanha (ES);6548
3203601;Mucurici (ES);1388
3203700;Muniz Freire (ES);8774
3203809;Muqui (ES);4191
3203908;Nova Venécia (ES);13906
3204005;Pancas (ES);13238
3204054;Pedro Canário (ES);6887
3204104;Pinheiros (ES);18887
3204203;Piúma (ES);391
3204252;Ponto Belo (ES);1010
3204302;Presidente Kennedy (ES);2335
3204351;Rio Bananal (ES);18582
3204401;Rio Novo do Sul (ES);4696
3204500;Santa Leopoldina (ES);6661
3204559;Santa Maria de Jetibá (ES);6036
3204609;Santa Teresa (ES);10412
3204658;São Domingos do Norte (ES);5251
3204708;São Gabriel da Palha (ES);9063
3204807;São José do Calçado (ES);2083
3204906;São Mateus (ES);25921
3204955;São Roque do Canaã (ES);4201
3205002;Serra (ES);1696
3205010;Sooretama (ES);11389
3205036;Vargem Alta (ES);6750
3205069;Venda Nova do Imigrante (ES);4039
3205101;Viana (ES);2164
3205150;Vila Pavão (ES);3992
3205176;Vila Valério (ES);16867
3205200;Vila Velha (ES);385
3205309;Vitória (ES);-9999
3300100;Angra dos Reis (RJ);258
3300159;Aperibé (RJ);36
3300209;Araruama (RJ);6234
3300225;Areal (RJ);15
3300233;Armação dos Búzios (RJ);9
3300308;Barra do Piraí (RJ);22
3300407;Barra Mansa (RJ);144
3300456;Belford Roxo (RJ);-9999
3300506;Bom Jardim (RJ);2038
3300605;Bom Jesus do Itabapoana (RJ);922
3300704;Cabo Frio (RJ);2984
3300803;Cachoeiras de Macacu (RJ);2229
3300902;Cambuci (RJ);570
3300936;Carapebus (RJ);91
3300951;Comendador Levy Gasparian (RJ);12
3301009;Campos dos Goytacazes (RJ);31193
3301108;Cantagalo (RJ);55
3301157;Cardoso Moreira (RJ);164
3301207;Carmo (RJ);20
3301306;Casimiro de Abreu (RJ);506
3301405;Conceição de Macabu (RJ);142
3301504;Cordeiro (RJ);66
3301603;Duas Barras (RJ);696
3301702;Duque de Caxias (RJ);608
